ID,Status,Transaction ID,Shipping,Total,CEP
782,Pending,22568,0.0,522.0,38010-350
783,Cancelled,5641,0.0,658.8,30240-000
785,Cancelled,9136,128.47,520.47,57057-570
785,Cancelled,11999,0.0,470.0,57057-570
785,Failed,65265,56.83,443.83,57057-570
786,Cancelled,8187,0.0,2108.0,11055-140
786,Cancelled,24359,0.0,2334.0,11055-140
788,Cancelled,5671,15.0,83.0,74691-690
789,Cancelled,5678,32.62,72.52,29060-260
791,Cancelled,5696,0.0,418.2,89240-000
791,Cancelled,5697,0.0,418.2,89240-000
792,Cancelled,11720,0.0,1254.0,15093-340
792,Cancelled,15175,0.0,3182.0,15093-340
792,Pending,30013,0.0,2303.4,15093-340
792,Pending,30026,0.0,2188.23,15093-340
793,Cancelled,5715,0.0,1044.0,74810-170
793,Cancelled,5995,0.0,1566.0,74810-170
793,Cancelled,6133,0.0,3132.0,74810-170
793,Cancelled,6292,0.0,1566.0,74810-170
793,Cancelled,6553,0.0,1566.0,74810-170
793,Cancelled,6575,0.0,2088.0,74810-170
793,Cancelled,8039,0.0,1566.0,74810-170
793,Pending,11270,0.0,1880.0,74810-170
793,Pending,11736,0.0,3273.7,74810-170
793,Pending,26999,0.0,1566.0,74810-170
794,Hold,65909,20.0,82.82,48790-000
794,Cancelled,43504,0.0,333.0,48790-000
794,Cancelled,44386,0.0,835.2,48790-000
794,Cancelled,52565,0.0,1312.2,48790-000
794,Failed,64446,0.0,421.02,48790-000
794,Cancelled,64454,20.0,82.82,48790-000
794,Pending,65908,28.23,91.05,48790-000
794,Failed,66019,0.0,1087.2,48790-000
794,Failed,66577,0.0,448.2,48790-000
797,Cancelled,5731,0.0,472.0,11055-110
797,Cancelled,5732,74.73,428.73,11055-110
798,Cancelled,5738,0.0,712.9,04562-000
800,Cancelled,5748,0.0,430.0,69037-057
802,Cancelled,5770,0.0,451.0,04302-000
806,Cancelled,5794,0.0,1064.0,29102-568
808,Cancelled,5801,15.0,60.8,92110-040
808,Cancelled,5802,15.0,60.8,92110-040
808,Cancelled,6818,15.0,49.0,92110-040
808,Pending,12882,15.0,103.0,92110-040
808,Pending,12999,15.0,113.0,92110-040
808,Pending,13005,15.0,113.0,92110-040
808,Pending,15592,15.0,113.0,92110-040
809,Cancelled,5823,0.0,844.0,58038-100
810,Cancelled,5831,0.0,448.0,98920-000
810,Cancelled,5832,0.0,448.0,98920-000
810,Cancelled,5834,0.0,448.0,98920-000
812,Cancelled,5849,0.0,8708.0,74215-060
812,Pending,33766,0.0,8400.0,74215-060
813,Cancelled,5857,0.0,424.2,01535-020
813,Cancelled,6288,0.0,556.0,01535-020
813,Cancelled,7775,0.0,414.0,01535-020
813,Cancelled,7922,0.0,430.8,01535-020
813,Cancelled,8946,0.0,464.0,01535-020
813,Cancelled,9471,0.0,605.4,01535-020
813,Cancelled,9477,0.0,755.4,01535-020
813,Pending,14489,0.0,745.8,01535-020
813,Cancelled,16477,0.0,954.94,01535-020
813,Pending,26496,0.0,402.0,01535-020
813,Pending,31546,0.0,409.7,01535-020
813,Cancelled,50927,0.0,507.6,01535-020
815,Cancelled,5869,69.97,299.77,53439-400
816,Cancelled,5880,0.0,527.8,78550-122
818,Cancelled,31438,0.0,799.0,74110-090
818,Cancelled,41456,0.0,835.2,74110-090
818,Failed,44540,15.0,262.9,74110-090
818,Cancelled,45019,15.0,184.2,74110-090
819,Cancelled,5904,54.96,310.96,04112-070
819,Cancelled,10434,0.0,592.0,04112-070
822,Cancelled,5926,15.0,83.0,74345-210
822,Pending,33296,0.0,170.6,74345-210
824,Cancelled,5939,0.0,586.0,52061-105
825,Cancelled,5947,36.11,202.11,71680-601
825,Failed,64069,84.34,190.54,71680-601
826,Cancelled,5990,0.0,421.6,65800-000
